field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
amputation_discharge_13,fracture_13,,yesno,"Any major amputation at discharge?",,,,,,,,,,,,,
amputation_level_13,fracture_13,,radio,"Amputation Discharge Level","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other",,,,,,"[amputation_discharge_13] = '1'",,,,,,
amputation_level_other_13,fracture_13,,text,"Other (Please specify):",,,,,,,"[amputation_level_13] = '11'",,,,,,
initial_amputation_type_13,fracture_13,,radio,"Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.",,,,,,,,,,,
amputation_type_other_13,fracture_13,,text,"Other (Please specify):",,,,,,,"[initial_amputation_type_13] = '3'",,,,,,
gustilo_class_13,fracture_13,,radio,"Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other",,,,,,,,,,,,
gustilo_class_other_13,fracture_13,,text,"Other (Please specify):",,,,,,,"[gustilo_class_13]= '7'",,,,,,
ota_class_13,fracture_13,,text,"OA/OTA Classification: ",,"enter digits 00 - 99",number,0,99,,,,,,,,
ota_class_alpha_13,fracture_13,,radio,"AO/OTA Classification Alpha","1, A | 2, B | 3, C",,,,,,,,,,,,
bone_loss_13,fracture_13,,radio,"Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other",,,,,,"[gustilo_class_13] > '1'",,,,,,
bone_loss_other_13,fracture_13,,text,"Bone Loss Other (Please specify):",,,,,,,"[gustilo_class_13] > '1' and [bone_loss_13]= '4'",,,,,,
muscle_13,fracture_13,,radio,Muscle,"0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other",,,,,,"[gustilo_class_13] > '1'",,,,,,
muscle_other_13,fracture_13,,text,"Other (Please specify):",,"Bone Muscle",,,,,"[gustilo_class_13] > '1' and [muscle_13] = '4'",,,,,,
skin_13,fracture_13,,radio,Skin,"0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other",,,,,,"[gustilo_class_13] > '1'",,,,,,
skin_other_13,fracture_13,,text,"Skin Other (Please specify):",,,,,,,"[gustilo_class_13] > '1' and [skin_13] = '3'",,,,,,
arterial_13,fracture_13,,radio,Arterial:,"0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other",,,,,,"[gustilo_class_13] > '1'",,,,,,
arterial_other_13,fracture_13,,text,"Arterial Other (Please specify):",,,,,,,"[gustilo_class_13] > '1' and [arterial_13] = '3'",,,,,,
contamination_13,fracture_13,,radio,Contamination:,"0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other",,,,,,"[gustilo_class_13] > '1'",,,,,,
contamination_other_13,fracture_13,,text,"Contamination Other (Please specify):",,,,,,,"[gustilo_class_13] > '1' and [contamination_13] = '3'",,,,,,
median_complete_13,fracture_13,"Nerve Abnormality at Time of Admission Related  to This Fracture (check all that apply):",checkbox,"Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
median_ain_13,fracture_13,,checkbox,"Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
ulnar_13,fracture_13,,checkbox,Ulnar,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
radial_complete_13,fracture_13,,checkbox,"Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
radial_superficial_13,fracture_13,,checkbox,"Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
radial_pin_13,fracture_13,,checkbox,"Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
obturator_13,fracture_13,,checkbox,Obturator,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
sciatic_13,fracture_13,,checkbox,Sciatic,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
femoral_13,fracture_13,,checkbox,Femoral,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
tibial_13,fracture_13,,checkbox,Tibial,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
common_peroneal_13,fracture_13,,checkbox,"Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
deep_peroneal_13,fracture_13,,checkbox,"Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
superficial_peroneal_13,fracture_13,,checkbox,"Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
medial_plantar_13,fracture_13,,checkbox,"Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
lateral_plantar_13,fracture_13,,checkbox,"Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
brachial_plexus_13,fracture_13,,checkbox,"Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
lumbar_plexus_13,fracture_13,,checkbox,"Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_13] > '1'",,,,nerve_abnormality_13,,
final_fixation_13,fracture_13,,checkbox,"Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other",,,,,,,,,,,,
fixation_other_13,fracture_13,,text,"Other (Please specify):",,,,,,,"[final_fixation_13(4)] = '1'",,,,,,
discharge_closure_13,fracture_13,,checkbox,"Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other",,,,,,,,,,,,
discharge_other_13,fracture_13,,text,"Other (Please specify):",,,,,,,"[discharge_closure_13(7)] = '1'",,,,,,
fracture_number_14,fracture_14,,text,"Fracture Number: ",,,number,14,14,,,,,,,,
injury_side_14,fracture_14,,radio,"Injury Side","0, Left | 1, Right | 2, Pelvis Only | 3, Other",,,,,,,,,,,,
injury_side_other_14,fracture_14,,text,"Other (Please specify):",,,,,,,"[injury_side_14]= '3'",,,,,,
amputation_discharge_14,fracture_14,,yesno,"Any major amputation at discharge?",,,,,,,,,,,,,
amputation_level_14,fracture_14,,radio,"Amputation Discharge Level ","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other",,,,,,"[amputation_discharge_14] = '1'",,,,,,
amputation_level_other_14,fracture_14,,text,"Other (Please specify):",,,,,,,"[amputation_level_14] = '11'",,,,,,
initial_amputation_type_14,fracture_14,,radio,"Initial Amputation Type","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.",,,,,,,,,,,
amputation_type_other_14,fracture_14,,text,"Other (Please specify):",,,,,,,"[initial_amputation_type_14] = '3'",,,,,,
gustilo_class_14,fracture_14,,radio,"Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other",,,,,,,,,,,,
guslito_class_other_14,fracture_14,,text,"Other (Please specify):",,,,,,,"[gustilo_class_14]= '7'",,,,,,
ota_class_14,fracture_14,,text,"OA/OTA Classification",,"enter digits 00 - 99",number,0,99,,,,,,,,
ota_class_alpha_14,fracture_14,,radio,"AO/OTA Classification Alpha","1, A | 2, B | 3, C",,,,,,,,,,,,
bone_loss_14,fracture_14,,radio,"Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other",,,,,,"[gustilo_class_14] > '1'",,,,,,
bone_loss_other_14,fracture_14,,text,"Bone Loss Other (Please specify):",,,,,,,"[gustilo_class_14] > '1' and [bone_loss_14]= '4'",,,,,,
muscle_14,fracture_14,,radio,Muscle,"0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other",,,,,,"[gustilo_class_14] > '1'",,,,,,
muscle_other_14,fracture_14,,text,"Other (Please specify):",,"Bone Muscle",,,,,"[gustilo_class_14] > '1' and [muscle_14] = '4'",,,,,,
skin_14,fracture_14,,radio,"Skin ","0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other",,,,,,"[gustilo_class_14] > '1'",,,,,,
skin_other_14,fracture_14,,text,"Skin Other (Please specify):",,,,,,,"[gustilo_class_14] > '1' and [skin_14]  ='3'",,,,,,
arterial_14,fracture_14,,radio,Arterial:,"0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other",,,,,,"[gustilo_class_14] > '1'",,,,,,
arterial_other_14,fracture_14,,text,"Arterial Other (Please specify):",,,,,,,"[gustilo_class_14] > '1' and [arterial_14] = '3'",,,,,,
contamination_14,fracture_14,,radio,Contamination:,"0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other",,,,,,"[gustilo_class_14] > '1'",,,,,,
contamination_other_14,fracture_14,,text,"Contamination Other (Please specify):",,,,,,,"[gustilo_class_14] > '1' and [contamination_14] = '3'",,,,,,
median_complete_14,fracture_14,"Nerve abnormality at Time of Admission Related to This Fracture (check all that apply):",checkbox,"Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
median_ain_14,fracture_14,,checkbox,"Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
ulnar_14,fracture_14,,checkbox,Ulnar,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
radial_complete_14,fracture_14,,checkbox,"Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
radial_superficial_14,fracture_14,,checkbox,"Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
radial_pin_14,fracture_14,,checkbox,"Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
obturator_14,fracture_14,,checkbox,Obturator,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
sciatic_14,fracture_14,,checkbox,Sciatic,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
femoral_14,fracture_14,,checkbox,Femoral,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
tibial_14,fracture_14,,checkbox,Tibial,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
common_peroneal_14,fracture_14,,checkbox,"Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
deep_peroneal_14,fracture_14,,checkbox,"Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
superficial_peroneal_14,fracture_14,,checkbox,"Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
medial_plantar_14,fracture_14,,checkbox,"Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
lateral_plantar_14,fracture_14,,checkbox,"Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
brachial_plexus_14,fracture_14,,checkbox,"Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
lumbar_plexus_14,fracture_14,,checkbox,"Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_14] > '1'",,,,nerve_abnormality_14,,
final_fixation_14,fracture_14,,checkbox,"Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other",,,,,,,,,,,,
fixation_other_14,fracture_14,,text,"Other (Please specify):",,,,,,,"[final_fixation_14(4)] = '1'",,,,,,
discharge_closure_14,fracture_14,,checkbox,"Wound Closure Procedures Used Through or Planned at Discharge (check all that apply): ","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other",,,,,,,,,,,,
discharge_other_14,fracture_14,,text,"Other (Please specify):",,,,,,,"[discharge_closure_14(7)] = '1'",,,,,,
fracture_number,fracture_15,,text,"Fracture Number: ",,,number,15,15,,,,,,,,
injury_side_15,fracture_15,,radio,"Injury Side","0, Left | 1, Right | 2, Pelvis Only | 3, Other",,,,,,,,,,,,
injury_side_other_15,fracture_15,,text,"Other (Please specify):",,,,,,,"[injury_side_15]= '3'",,,,,,
amputation_discharge_15,fracture_15,,yesno,"Any major amputation at discharge?",,,,,,,,,,,,,
amputation_level_15,fracture_15,,radio,"Amputation Discharge Level:","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other",,,,,,"[amputation_discharge_15] = '1'",,,,,,
amputation_level_other_15,fracture_15,,text,"Other (Please specify):",,,,,,,"[amputation_level_15] = '11'",,,,,,
initial_amputation_type_15,fracture_15,,radio,"Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.",,,,,,,,,,,
amputation_type_other_15,fracture_15,,text,"Other (Please specify):",,,,,,,"[initial_amputation_type_15] = '3'",,,,,,
gustilo_class_15,fracture_15,,radio,"Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other",,,,,,,,,,,,
gustilo_class_other_15,fracture_15,,text,"Other (Please specify):",,,,,,,"[gustilo_class_15]= '7'",,,,,,
ota_class_15,fracture_15,,text,"OA / OTA Classification",,"enter digits 00 - 99",number,0,99,,,,,,,,
ota_class_alpha_15,fracture_15,,radio,"AO/OTA Classification Alpha","1, A | 2, B | 3, C",,,,,,,,,,,,
bone_loss_15,fracture_15,,radio,"Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other",,,,,,"[gustilo_class_15] > '1'",,,,,,
bone_loss_other_15,fracture_15,,text,"Bone Loss Other (Please specify):",,,,,,,"[gustilo_class_15] > '1' and [bone_loss_15]= '4'",,,,,,
muscle_15,fracture_15,,radio,Muscle,"0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other",,,,,,"[gustilo_class_15] > '1'",,,,,,
muscle_other_15,fracture_15,,text,"Other (Please specify):",,"Bone Muscle",,,,,"[gustilo_class_15] > '1' and [muscle_15] = '4'",,,,,,
skin_15,fracture_15,,radio,Skin,"0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other",,,,,,"[gustilo_class_15] > '1'",,,,,,
skin_other_15,fracture_15,,text,"Skin Other (Please specify):",,,,,,,"[gustilo_class_15] > '1' and [skin_15] = '3'",,,,,,
arterial_15,fracture_15,,radio,Arterial:,"0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other",,,,,,"[gustilo_class_15] > '1'",,,,,,
arterial_other_15,fracture_15,,text,"Arterial Other (Please specify):",,,,,,,"[gustilo_class_15] > '1' and [arterial_15] = '3'",,,,,,
contamination_15,fracture_15,,radio,Contamination:,"0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other",,,,,,"[gustilo_class_15] > '1'",,,,,,
contamination_other_15,fracture_15,,text,"Contamination Other (Please specify):",,,,,,,"[gustilo_class_15] > '1' and [contamination_15] = '3'",,,,,,
median_complete_15,fracture_15,"Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):",checkbox,"Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
median_ain_15,fracture_15,,checkbox,"Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
ulnar_15,fracture_15,,checkbox,Ulnar,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
radial_complete_15,fracture_15,,checkbox,"Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
radial_superficial_15,fracture_15,,checkbox,"Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
radial_pin_15,fracture_15,,checkbox,"Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
obturator_15,fracture_15,,checkbox,Obturator,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
sciatic_15,fracture_15,,checkbox,Sciatic,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
femoral_15,fracture_15,,checkbox,Femoral,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
tibial_15,fracture_15,,checkbox,Tibial,"1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
common_peroneal_15,fracture_15,,checkbox,"Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
deep_peroneal_15,fracture_15,,checkbox,"Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
superficial_peroneal_15,fracture_15,,checkbox,"Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
medial_plantar_15,fracture_15,,checkbox,"Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
lateral_plantar_15,fracture_15,,checkbox,"Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
brachial_plexus_15,fracture_15,,checkbox,"Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
lumbar_plexus_15,fracture_15,,checkbox,"Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A",,,,,,"[gustilo_class_15] > '1'",,,,nerve_abnormality_15,,
final_fixation_15,fracture_15,,checkbox,"Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other",,,,,,,,,,,,
fixation_other_15,fracture_15,,text,"Other (Please specify):",,,,,,,"[final_fixation_15(4)] = '1'",,,,,,
discharge_closure_15,fracture_15,,checkbox,"Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other",,,,,,,,,,,,
discharge_other_15,fracture_15,,text,"Other (Please specify):",,,,,,,"[discharge_closure_15(7)] = '1'",,,,,,
surgery_name_1,surgery_data,"Surgery Procedures",text,"<span style=""color:#B40404"">1) Surgery Name",,,,,,,,,LV,,,,
surgery_date_1,surgery_data,,text,"Surgery Date",,,date_ymd,,,,,,,,,,
pod_1,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_1],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,,,,,,,
surgery_mhmp_01,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_1] <> """"",,,,,,
surgery_name_2,surgery_data,,text,"<span style=""color:#B40404"">2) Surgery Name",,,,,,,"[surgery_date_1] <> """" or [surgery_date_3] <> """"",,LV,,,,
surgery_date_2,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_1] <> """" or [surgery_date_3] <> """"",,,,,,
pod_2,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_2],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_1] <> """"  or [surgery_date_3] <> """"",,,,,,
surgery_mhmp_02,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_2] <> """"",,,,,,
surgery_name_3,surgery_data,,text,"<span style=""color:#B40404"">3) Surgery Name",,,,,,,"[surgery_date_2] <> """"  or [surgery_date_4] <> """"",,LV,,,,
surgery_date_3,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_2] <> """" or [surgery_date_4] <> """"",,,,,,
pod_3,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_3],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_2] <> """" or [surgery_date_4] <> """"",,,,,,
surgery_mhmp_03,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_3] <> """"",,,,,,
surgery_name_4,surgery_data,,text,"<span style=""color:#B40404"">4) Surgery Name",,,,,,,"[surgery_date_3] <> """" or [surgery_date_5] <> """"",,LV,,,,
surgery_date_4,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_3] <> """" or [surgery_date_5] <> """"",,,,,,
pod_4,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_4],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_3] <> """" or [surgery_date_5] <> """"",,,,,,
surgery_mhmp_04,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_4] <> """"",,,,,,
surgery_name_5,surgery_data,,text,"<span style=""color:#B40404"">5) Surgery Name",,,,,,,"[surgery_date_4] <> """" or [surgery_date_6] <> """"",,LV,,,,
surgery_date_5,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_4] <> """" or [surgery_date_6] <> """"",,,,,,
pod_5,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_5],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_4] <> """" or [surgery_date_6] <> """"",,,,,,
surgery_mhmp_05,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_5] <> """"",,,,,,
surgery_name_6,surgery_data,,text,"<span style=""color:#B40404"">6) Surgery Name",,,,,,,"[surgery_date_5] <> """" or [surgery_date_7] <> """"",,LV,,,,
surgery_date_6,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_5] <> """" or [surgery_date_7] <> """"",,,,,,
