field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking
"muscle_other_7","fracture_7","","text","Other (Please specify):","","Bone Muscle","","","","","[gustilo_class_7] > '1' and [muscle_7] = '4'","","","","",""
"skin_7","fracture_7","","radio","Skin ","0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other","","","","","","[gustilo_class_7] > '1'","","","","",""
"skin_other_7","fracture_7","","text","Skin Other (Please specify):","","","","","","","[gustilo_class_7] > '1' and [skin_7] ='3'","","","","",""
"arterial_7","fracture_7","","radio","Arterial","0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other","","","","","","[gustilo_class_7] > '1'","","","","",""
"arterial_other_7","fracture_7","","text","Arterial Other (Please specify):","","","","","","","[gustilo_class_7] > '1' and [arterial_7] = '3'","","","","",""
"contamination_7","fracture_7","","radio","Contamination","0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other","","","","","","[gustilo_class_7] > '1'","","","","",""
"contamination_other_7","fracture_7","","text","Contamination Other (Please specify):","","","","","","","[gustilo_class_7] > '1' and [contamination_7] = '3'","","","","",""
"median_complete_7","fracture_7","Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):","checkbox","Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"median_ain_7","fracture_7","","checkbox","Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"ulnar_7","fracture_7","","checkbox","Ulnar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"radial_complete_7","fracture_7","","checkbox","Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"radial_superficial_7","fracture_7","","checkbox","Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"radial_pin_7","fracture_7","","checkbox","Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"obturator_7","fracture_7","","checkbox","Obturator","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"sciatic_7","fracture_7","","checkbox","Sciatic","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"femoral_7","fracture_7","","checkbox","Femoral","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"tibial_7","fracture_7","","checkbox","Tibial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"common_peroneal_7","fracture_7","","checkbox","Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"deep_peroneal_7","fracture_7","","checkbox","Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"superficial_peroneal_7","fracture_7","","checkbox","Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"medial_plantar_7","fracture_7","","checkbox","Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"lateral_plantar_7","fracture_7","","checkbox","Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"brachial_plexus_7","fracture_7","","checkbox","Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"lumbar_plexus_7","fracture_7","","checkbox","Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_7] > '1'","","","","nerve_abnormality_7",""
"final_fixation_7","fracture_7","","checkbox","Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other","","","","","","","","","","",""
"fixation_other_7","fracture_7","","text","Other (Please specify)","","","","","","","[final_fixation_7(4)] = '1'","","","","",""
"discharge_closure_7","fracture_7","","checkbox","Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","1, N/A or Closed Fracture | 2, Primary / DPC | 3, Flap - Local muscle | 4, Flap - Faciocutaneous | 5, Flap - Free | 6, STSG | 7, VAC assisted | 8, Other","","","","","","","","","","",""
"discharge_other_7","fracture_7","","text","Other","","","","","","","[discharge_closure_7(8)] = '1'","","","","",""
"fracture_number_8","fracture_8","","text","Fracture Number ","","","number",8,8,"","","","","","",""
"injury_side_8","fracture_8","","radio","Injury Side:","0, Left | 1, Right | 2, Pelvis Only | 3, Other","","","","","","","","","","",""
"injury_side_other_8","fracture_8","","text","Other (Please specify):","","","","","","","[injury_side_8]= '3'","","","","",""
"amputation_discharge_8","fracture_8","","yesno","Any major amputation at discharge?","","","","","","","","","","","",""
"amputation_level_8","fracture_8","","radio","Amputation Discharge Level","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other","","","","","","[amputation_discharge_8] = '1'","","","","",""
"amputation_level_other_8","fracture_8","","text","Other (Please specify):","","","","","","","[amputation_level_8] = '11'","","","","",""
"initial_amputation_type_8","fracture_8","","radio","Initial Amputation Type","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.","","","","","","","","","",""
"amputation_type_other_8","fracture_8","","text","Other (Please specify):","","","","","","","[initial_amputation_type_8] = '3'","","","","",""
"gustilo_class_8","fracture_8","","radio","Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other","","","","","","","","","","",""
"gustilo_class_other_8","fracture_8","","text","Other (Please specify):","","","","","","","[gustilo_class_8]= '7'","","","","",""
"ota_class_8","fracture_8","","text","AO/OTA Classification:","","enter digits 00 - 99","number",0,99,"","","","","","",""
"ota_class_alpha_8","fracture_8","","radio","AO/OTA Classification Alpha","1, A | 2, B | 3, C","","","","","","","","","","",""
"bone_loss_8","fracture_8","","radio","Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other","","","","","","[gustilo_class_8] > '1'","","","","",""
"bone_loss_other_8","fracture_8","","text","Bone Loss Other (Please Specify):","","","","","","","[gustilo_class_8] > '1' and [bone_loss_8] ='4'","","","","",""
"muscle_8","fracture_8","","radio","Muscle","0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other","","","","","","[gustilo_class_8] > '1'","","","","",""
"muscle_other_8","fracture_8","","text","Other (Please specify):","","Bone Muscle","","","","","[gustilo_class_8] > '1' and [muscle_8] = '4'","","","","",""
"skin_8","fracture_8","","radio","Skin","0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other","","","","","","[gustilo_class_8] > '1'","","","","",""
"skin_other_8","fracture_8","","text","Skin Other (Please specify):","","","","","","","[gustilo_class_8] > '1' and [skin_8] = '3'","","","","",""
"arterial_8","fracture_8","","radio","Arterial ","0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other","","","","","","[gustilo_class_8] > '1'","","","","",""
"arterial_other_8","fracture_8","","text","Arterial Other (Please specify):","","","","","","","[gustilo_class_8] > '1' and [arterial_8] = '3'","","","","",""
"contamination_8","fracture_8","","radio","Contamination","0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other","","","","","","[gustilo_class_8] > '1'","","","","",""
"contamination_other_8","fracture_8","","text","Contamination Other (Please specify):","","","","","","","[gustilo_class_8] > '1' and [contamination_8] = '3'","","","","",""
"median_complete_8","fracture_8","Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):","checkbox","Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"median_ain_8","fracture_8","","checkbox","Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"ulnar_8","fracture_8","","checkbox","Ulnar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"radial_complete_8","fracture_8","","checkbox","Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"radial_superficial_8","fracture_8","","checkbox","Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"radial_pin_8","fracture_8","","checkbox","Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"obturator_8","fracture_8","","checkbox","Obturator","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"sciatic_8","fracture_8","","checkbox","Sciatic","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"femoral_8","fracture_8","","checkbox","Femoral","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"tibial_8","fracture_8","","checkbox","Tibial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"common_peroneal_8","fracture_8","","checkbox","Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"deep_peroneal_8","fracture_8","","checkbox","Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"superficial_peroneal_8","fracture_8","","checkbox","Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"medial_plantar_8","fracture_8","","checkbox","Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"lateral_plantar_8","fracture_8","","checkbox","Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"brachial_plexus_8","fracture_8","","checkbox","Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"lumbar_plexus_8","fracture_8","","checkbox","Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_8] > '1'","","","","nerve_abnormality_8",""
"final_fixation_8","fracture_8","","checkbox","Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other","","","","","","","","","","",""
"fixation_other_8","fracture_8","","text","Other (Please specify):","","","","","","","[final_fixation_8(4)] = '1'","","","","",""
"discharge_closure_8","fracture_8","","checkbox","Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other","","","","","","","","","","",""
"discharge_other_8","fracture_8","","text","Other (Please specify):","","","","","","","[discharge_closure_8(7)] = '1'","","","","",""
"fracture_9","fracture_9","","text","Fracture 9","","","number",9,9,"","","","","","",""
"injury_side_9","fracture_9","","radio","Injury Side","0, Left | 1, Right | 2, Pelvis Only | 3, Other","","","","","","","","","","",""
"injury_side_other_9","fracture_9","","text","Other (Please specify):","","","","","","","[injury_side_9]= '3'","","","","",""
"amputation_discharge_9","fracture_9","","yesno","Any major amputation at discharge?","","","","","","","","","","","",""
"amputation_level_9","fracture_9","","radio","Amputation Discharge Level","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other","","","","","","[amputation_discharge_9] = '1'","","","","",""
"amputation_level_other_9","fracture_9","","text","Other (Please specify):","","","","","","","[amputation_level_9] = '11'","","","","",""
"initial_amputation_type_9","fracture_9","","radio","Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.","","","","","","","","","",""
"amputation_type_other_9","fracture_9","","text","Other (Please specify):","","","","","","","[initial_amputation_type_9] = '3'","","","","",""
"gustilo_class_9","fracture_9","","radio","Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other","","","","","","","","","","",""
"gustilo_class_other_9","fracture_9","","text","Other (Please specify):","","","","","","","[gustilo_class_9]= '7'","","","","",""
"ota_class_9","fracture_9","","text","AO/OTA Classification:","","enter digits 00 - 99","number",0,99,"","","","","","",""
"ota_class_alpha_9","fracture_9","","radio","AO/OTA Classification Alpha","1, A | 2, B | 3, C","","","","","","","","","","",""
"bone_loss_9","fracture_9","","radio","Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other","","","","","","[gustilo_class_9] > '1'","","","","",""
"bone_loss_other_9","fracture_9","","text","Bone Loss Other (Please specify):","","","","","","","[gustilo_class_9] > '1' and [bone_loss_9]= '4'","","","","",""
"muscle_9","fracture_9","","radio","Muscle","0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other","","","","","","[gustilo_class_9] > '1'","","","","",""
"muscle_other_9","fracture_9","","text","Other (Please specify):","","Bone Muscle","","","","","[gustilo_class_9] > '1' and [muscle_9] = '4'","","","","",""
"skin_9","fracture_9","","radio","Skin ","0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other","","","","","","[gustilo_class_9] > '1'","","","","",""
"skin_other_9","fracture_9","","text","Skin Other (Please specify):","","","","","","","[gustilo_class_9] > '1' and [skin_9] = '3'","","","","",""
"arterial_9","fracture_9","","radio","Arterial","0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other","","","","","","[gustilo_class_9] > '1'","","","","",""
"arterial_other_9","fracture_9","","text","Arterial Other (Please specify):","","","","","","","[gustilo_class_9] > '1' and [arterial_9] = '3'","","","","",""
"contamination_9","fracture_9","","radio","Contamination: ","0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other","","","","","","[gustilo_class_9] > '1'","","","","",""
"contamination_other_9","fracture_9","","text","Contamination Other (Please specify):","","","","","","","[gustilo_class_9] > '1' and [contamination_9] = '3'","","","","",""
"median_complete_9","fracture_9","Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):","checkbox","Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"median_ain_9","fracture_9","","checkbox","Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"ulnar_9","fracture_9","","checkbox","Ulnar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"radial_complete_9","fracture_9","","checkbox","Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"radial_superficial_9","fracture_9","","checkbox","Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"radial_pin_9","fracture_9","","checkbox","Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"obturator_9","fracture_9","","checkbox","Obturator","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"sciatic_9","fracture_9","","checkbox","Sciatic","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"femoral_9","fracture_9","","checkbox","Femoral","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"tibial_9","fracture_9","","checkbox","Tibial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"common_peroneal_9","fracture_9","","checkbox","Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"deep_peroneal_9","fracture_9","","checkbox","Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"superficial_peroneal_9","fracture_9","","checkbox","Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"medial_plantar_9","fracture_9","","checkbox","Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"lateral_plantar_9","fracture_9","","checkbox","Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"brachial_plexus_9","fracture_9","","checkbox","Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"lumbar_plexus_9","fracture_9","","checkbox","Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_9] > '1'","","","","nerve_abnormality_9",""
"final_fixation_9","fracture_9","","checkbox","Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other","","","","","","","","","","",""
"fixation_other_9","fracture_9","","text","Other (Please specify):","","","","","","","[final_fixation_9(4)] = '1'","","","","",""
"discharge_closure_9","fracture_9","","checkbox","Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other","","","","","","","","","","",""
"discharge_other_9","fracture_9","","text","Other (Please specify):","","","","","","","[discharge_closure_9(7)] = '1'","","","","",""
"fracture_number_10","fracture_10","","text","Fracture Number 10","","","number",10,10,"","","","","","",""
"injury_side_10","fracture_10","","radio","Injury Side:","0, Left | 1, Right | 2, Pelvis Only | 3, Other","","","","","","","","","","",""
"injury_side_other_10","fracture_10","","text","Other (Please specify):","","","","","","","[injury_side_10]= '3'","","","","",""
"amputation_discharge_10","fracture_10","","yesno","Any major amputation at discharge?","","","","","","","","","","","",""
"amputation_level_10","fracture_10","","radio","Amputation Discharge Level","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other","","","","","","[amputation_discharge_10] = '1'","","","","",""
"amputation_level_other_10","fracture_10","","text","Other (Please specify):","","","","","","","[amputation_level_10] = '11'","","","","",""
"initial_amputation_type_10","fracture_10","","radio","Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.","","","","","","","","","",""
"amputation_type_other_10","fracture_10","","text","Other (Please specify):","","","","","","","[initial_amputation_type_10] = '3'","","","","",""
"gustilo_class_10","fracture_10","","radio","Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other","","","","","","","","","","",""
"gustilo_class_other_10","fracture_10","","text","Other (Please specify):","","","","","","","[gustilo_class_10]= '7'","","","","",""
"ota_class_10","fracture_10","","text","AO/OTA Classification: ","","enter digits 00 - 99","number",0,99,"","","","","","",""
"ota_class_alpha_10","fracture_10","","radio","AO/OTA Classification Alpha","1, A | 2, B | 3, C","","","","","","","","","","",""
"bone_loss_10","fracture_10","","radio","Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other","","","","","","[gustilo_class_10] > '1'","","","","",""
"bone_loss_other_10","fracture_10","","text","Bone Loss Other (Please specify):","","","","","","","[gustilo_class_10] > '1' and [bone_loss_10]= '4'","","","","",""
"muscle_10","fracture_10","","radio","Muscle","0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other","","","","","","[gustilo_class_10] > '1'","","","","",""
"muscle_other_10","fracture_10","","text","Other (Please specify):","","Bone Muscle","","","","","[gustilo_class_10] > '1' and [muscle_10] = '4'","","","","",""
"skin_10","fracture_10","","radio","Skin ","0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other","","","","","","[gustilo_class_10] > '1'","","","","",""
"skin_other_10","fracture_10","","text","Skin Other (Please specify):","","","","","","","[gustilo_class_10] > '1' and [skin_10] = '3'","","","","",""
"arterial_10","fracture_10","","radio","Arterial","0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other","","","","","","[gustilo_class_10] > '1'","","","","",""
"arterial_other_10","fracture_10","","text","Arterial Other (Please specify):","","","","","","","[gustilo_class_10] > '1' and [arterial_10] = '3'","","","","",""
"contamination_10","fracture_10","","radio","Contamination:","0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other","","","","","","[gustilo_class_10] > '1'","","","","",""
"contamination_other_10","fracture_10","","text","Contamination Other (Please specify):","","","","","","","[gustilo_class_10] > '1' and [contamination_10] = '3'","","","","",""
"median_complete_10","fracture_10","Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):","checkbox","Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"median_ain_10","fracture_10","","checkbox","Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"ulnar_10","fracture_10","","checkbox","Ulnar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"radial_complete_10","fracture_10","","checkbox","Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"radial_superficial_10","fracture_10","","checkbox","Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"radial_pin_10","fracture_10","","checkbox","Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"obturator_10","fracture_10","","checkbox","Obturator","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"sciatic_10","fracture_10","","checkbox","Sciatic","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"femoral_10","fracture_10","","checkbox","Femoral","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"tibial_10","fracture_10","","checkbox","Tibial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"common_peroneal_10","fracture_10","","checkbox","Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"deep_peroneal_10","fracture_10","","checkbox","Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"superficial_peroneal_10","fracture_10","","checkbox","Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
